survey_year,survey_quarter,month_start_date,region,main_activity,region_of_residence,country_of_residence,age_group,LifeStage,transport_type,place_visits,place_spend,sample
2022,QTR 1,01/02/2022,Glasgow & Clyde Valley,Visited friends or relatives,West of Scotland,Scotland,25-34,Families,Private motor vehicle,117813.4751,2931232.746,2
2022,QTR 1,01/02/2022,Glasgow & Clyde Valley,Visited friends or relatives,West of Scotland,Scotland,35-44,Families,Bus/Coach/taxi,43072.46052,3017736.774,1
2022,QTR 1,01/02/2022,Glasgow & Clyde Valley,Visited friends or relatives,West of Scotland,Scotland,35-44,Older Independents,"Train, underground train, tram",29776.00668,149011.6045,1
2022,QTR 1,01/02/2022,Glasgow & Clyde Valley,Visited friends or relatives,West of Scotland,Scotland,35-44,Older Independents,Private motor vehicle,172289.8421,1896863.115,2
2022,QTR 1,01/02/2022,Glasgow & Clyde Valley,Visited friends or relatives,West of Scotland,Scotland,45-54,Older Independents,Private motor vehicle,36158.10996,0,1
2022,QTR 1,01/02/2022,Glasgow & Clyde Valley,Visited friends or relatives,West of Scotland,Scotland,45-54,Families,Private motor vehicle,82452.34534,825252.1171,1
2022,QTR 1,01/02/2022,Glasgow & Clyde Valley,Went sightseeing and exploring areas,North West,England,16-24,Families,Private motor vehicle,107614.49,4266418.948,1
2022,QTR 1,01/02/2022,Glasgow & Clyde Valley,Went sightseeing and exploring areas,West of Scotland,Scotland,25-34,Younger Independents,Private motor vehicle,38675.19505,2516109.299,1
2022,QTR 1,01/02/2022,Glasgow & Clyde Valley,"Went to a visitor attraction e.g. a historic house, theme park, museum, etc.",West of Scotland,Scotland,25-34,Families,Bus/Coach/taxi,61404.15107,1843752.49,1
2022,QTR 1,01/02/2022,Glasgow & Clyde Valley,"Went to an arts, cultural or entertainment experience (e.g. museum, gallery, cinema etc.)",West of Scotland,Scotland,35-44,Families,Private motor vehicle,86144.92105,0,1
2022,QTR 1,01/02/2022,Highlands & Islands,"Attended an organised public event (e.g. exhibition, concert, fair, live sport etc.)",North of Scotland,Scotland,16-24,Younger Independents,"Walk, Bicycle",44255.19196,1113558.752,1
2022,QTR 1,01/02/2022,Highlands & Islands,Took part in hobbies and interests,North East,England,55-64,Older Independents,"Train, underground train, tram",153670.0175,5364046.45,1
2022,QTR 1,01/02/2022,Highlands & Islands,Took part in hobbies and interests,North West,England,16-24,Younger Independents,Private motor vehicle,133804.2369,0,1
2022,QTR 1,01/02/2022,Highlands & Islands,Visited friends or relatives,East of Scotland,Scotland,25-34,Families,Private motor vehicle,77350.3901,774187.4767,1
2022,QTR 1,01/02/2022,Highlands & Islands,"Went to a visitor attraction e.g. a historic house, theme park, museum, etc.",East of England,England,25-34,Younger Independents,Private motor vehicle,125758.3274,3164358.349,1
2022,QTR 1,01/02/2022,Perthshire,"Attended an organised public event (e.g. exhibition, concert, fair, live sport etc.)",East of Scotland,Scotland,65-74,Retirement Age,Private motor vehicle,53600.76216,1046138.559,1
2022,QTR 1,01/02/2022,Perthshire,"Took part in outdoor leisure activities and sports (e.g. walking, cycling etc.)",East of Scotland,Scotland,45-54,Older Independents,Private motor vehicle,77228.52653,9275613.169,1
2022,QTR 1,01/02/2022,Perthshire,"Went to a visitor attraction e.g. a historic house, theme park, museum, etc.",East of Scotland,Scotland,65-74,Retirement Age,"Walk, Bicycle",53600.76216,0,1
2022,QTR 1,01/02/2022,Scottish Borders,"Took part in a health or wellbeing experience (e.g. spa, retreat, gym etc.)",East of Scotland,Scotland,25-34,Families,Private motor vehicle,38675.19505,0,1
2022,QTR 1,01/02/2022,Stirling & Forth Valley,"Food and drink, a night out or speciality shopping (i.e. shopping for items that you do not buy regularly. e.g. clothes, electronics, jewellery, souvenirs etc.)",West of Scotland,Scotland,45-54,Older Independents,Private motor vehicle,41495.75159,0,1
2022,QTR 1,01/02/2022,Stirling & Forth Valley,"Food and drink, a night out or speciality shopping (i.e. shopping for items that you do not buy regularly. e.g. clothes, electronics, jewellery, souvenirs etc.)",West of Scotland,Scotland,16-24,Younger Independents,Private motor vehicle,79772.16707,3300163.481,1
2022,QTR 1,01/02/2022,Stirling & Forth Valley,Took part in hobbies and interests,North West,England,16-24,Younger Independents,Private motor vehicle,133804.2369,0,1
2022,QTR 1,01/02/2022,Stirling & Forth Valley,Took part in hobbies and interests,West of Scotland,Scotland,35-44,Families,Private motor vehicle,58041.33162,1103759.875,1
2022,QTR 1,01/02/2022,Stirling & Forth Valley,Visited friends or relatives,West of Scotland,Scotland,65-74,Retirement Age,Private motor vehicle,48264.80845,0,1
2022,QTR 1,01/02/2022,Stirling & Forth Valley,Visited friends or relatives,West of Scotland,Scotland,55-64,Older Independents,Private motor vehicle,65373.22971,490732.5195,1
2022,QTR 1,01/02/2022,Stirling & Forth Valley,Went sightseeing and exploring areas,West of Scotland,Scotland,25-34,Younger Independents,Private motor vehicle,44124.6487,1110273.995,1
2022,QTR 1,01/02/2022,Stirling & Forth Valley,Went sightseeing and exploring areas,East of Scotland,Scotland,25-34,Families,Private motor vehicle,204655.1512,4608810.291,1
2022,QTR 1,01/02/2022,Stirling & Forth Valley,"Went to a visitor attraction e.g. a historic house, theme park, museum, etc.",West of Scotland,Scotland,25-34,Younger Independents,Private motor vehicle,38675.19505,4258031.122,1
2022,QTR 1,01/03/2022,"Aberdeen, Aberdeenshire & Moray Speyside","Attended an organised public event (e.g. exhibition, concert, fair, live sport etc.)",North of Scotland,Scotland,35-44,Older Independents,Bus/Coach/taxi,72995.14399,438357.916,1
2022,QTR 1,01/03/2022,"Aberdeen, Aberdeenshire & Moray Speyside","Attended an organised public event (e.g. exhibition, concert, fair, live sport etc.)",North of Scotland,Scotland,35-44,Families,Private motor vehicle,138982.1959,1947470.278,1
2022,QTR 1,01/03/2022,"Aberdeen, Aberdeenshire & Moray Speyside","Attended an organised public event (e.g. exhibition, concert, fair, live sport etc.)",North of Scotland,Scotland,16-24,Younger Independents,Private motor vehicle,126680.413,10052823.26,1
2022,QTR 1,01/03/2022,"Aberdeen, Aberdeenshire & Moray Speyside",Visited friends or relatives,North of Scotland,Scotland,65-74,Retirement Age,Private motor vehicle,24868.52341,165936.6713,1
2022,QTR 1,01/03/2022,"Aberdeen, Aberdeenshire & Moray Speyside",Visited friends or relatives,North of Scotland,Scotland,55-64,Older Independents,Private motor vehicle,22800.61387,718854.0556,1
2022,QTR 1,01/03/2022,"Aberdeen, Aberdeenshire & Moray Speyside",Visited friends or relatives,North of Scotland,Scotland,45-54,Older Independents,Private motor vehicle,23714.2009,1186757.903,1
2022,QTR 1,01/03/2022,"Aberdeen, Aberdeenshire & Moray Speyside","Went to a visitor attraction e.g. a historic house, theme park, museum, etc.",North of Scotland,Scotland,45-54,Older Independents,Private motor vehicle,23714.2009,178013.6855,1
2022,QTR 1,01/03/2022,Ayrshire & Arran,"Attended a special event or celebration of personal nature (e.g. wedding, birthday, anniversary etc.)",West of Scotland,Scotland,16-24,Younger Independents,Private motor vehicle,67559.86828,1487630.619,1
2022,QTR 1,01/03/2022,Ayrshire & Arran,Took part in hobbies and interests,West of Scotland,Scotland,25-34,Families,Private motor vehicle,45692.05386,3429932.529,1
2022,QTR 1,01/03/2022,Ayrshire & Arran,"Took part in outdoor leisure activities and sports (e.g. walking, cycling etc.)",West of Scotland,Scotland,55-64,Older Independents,Private motor vehicle,29435.53426,756277.9267,1
2022,QTR 1,01/03/2022,Ayrshire & Arran,Went sightseeing and exploring areas,West of Scotland,Scotland,45-54,Older Independents,Private motor vehicle,29242.34337,848777.3934,1
2022,QTR 1,01/03/2022,Ayrshire & Arran,Went sightseeing and exploring areas,West of Scotland,Scotland,65-74,Retirement Age,Private motor vehicle,48036.76329,1843036.585,1
2022,QTR 1,01/03/2022,Dumfries & Galloway,Visited friends or relatives,London,England,45-54,Families,"Train, underground train, tram",428201.3693,1061790.287,1
2022,QTR 1,01/03/2022,Dundee & Angus,"Food and drink, a night out or speciality shopping (i.e. shopping for items that you do not buy regularly. e.g. clothes, electronics, jewellery, souvenirs etc.)",East of Scotland,Scotland,65-74,Retirement Age,Private motor vehicle,93458.41031,9354100.317,1
2022,QTR 1,01/03/2022,Dundee & Angus,"Went to an arts, cultural or entertainment experience (e.g. museum, gallery, cinema etc.)",South West,England,35-44,Families,Private motor vehicle,182235.9676,1823970.166,1
2022,QTR 1,01/03/2022,Edinburgh & the Lothians,"Food and drink, a night out or speciality shopping (i.e. shopping for items that you do not buy regularly. e.g. clothes, electronics, jewellery, souvenirs etc.)",West of Scotland,Scotland,25-34,Younger Independents,"Train, underground train, tram",90262.78312,3252331.868,1
2022,QTR 1,01/03/2022,Edinburgh & the Lothians,"Food and drink, a night out or speciality shopping (i.e. shopping for items that you do not buy regularly. e.g. clothes, electronics, jewellery, souvenirs etc.)",East of Scotland,Scotland,16-24,Younger Independents,Bus/Coach/taxi,95960.76579,5282506.355,1
2022,QTR 1,01/03/2022,Edinburgh & the Lothians,"Food and drink, a night out or speciality shopping (i.e. shopping for items that you do not buy regularly. e.g. clothes, electronics, jewellery, souvenirs etc.)",East of Scotland,Scotland,55-64,Older Independents,Private motor vehicle,21216.42598,3609979.881,1
2022,QTR 1,01/03/2022,Edinburgh & the Lothians,"Food and drink, a night out or speciality shopping (i.e. shopping for items that you do not buy regularly. e.g. clothes, electronics, jewellery, souvenirs etc.)",South of Scotland,Scotland,55-64,Older Independents,Private motor vehicle,47085.95744,19861624.19,2
2022,QTR 1,01/03/2022,Edinburgh & the Lothians,"Food and drink, a night out or speciality shopping (i.e. shopping for items that you do not buy regularly. e.g. clothes, electronics, jewellery, souvenirs etc.)",East of Scotland,Scotland,65-74,Retirement Age,Private motor vehicle,24868.52341,1120072.531,1
2022,QTR 1,01/03/2022,Edinburgh & the Lothians,Took part in hobbies and interests,West of Scotland,Scotland,35-44,Older Independents,Private motor vehicle,27306.70487,701582.5825,1
2022,QTR 1,01/03/2022,Edinburgh & the Lothians,Took part in other leisure activities,East of Scotland,Scotland,25-34,Younger Independents,Bus/Coach/taxi,66145.9446,793790.7604,1
2022,QTR 1,01/03/2022,Edinburgh & the Lothians,"Took part in outdoor leisure activities and sports (e.g. walking, cycling etc.)",East of Scotland,Scotland,45-54,Older Independents,Other,80509.66427,1531035.462,1
2022,QTR 1,01/03/2022,Edinburgh & the Lothians,"Took part in outdoor leisure activities and sports (e.g. walking, cycling etc.)",East of Scotland,Scotland,65-74,Retirement Age,Private motor vehicle,93458.41031,12628035.43,1
2022,QTR 1,01/03/2022,Edinburgh & the Lothians,Visited friends or relatives,Yorkshire and The Humber,England,16-24,Younger Independents,Private motor vehicle,250170.3209,0,1
2022,QTR 1,01/03/2022,Edinburgh & the Lothians,Visited friends or relatives,West of Scotland,Scotland,35-44,Older Independents,Private motor vehicle,27306.70487,0,1
2022,QTR 1,01/03/2022,Edinburgh & the Lothians,Visited friends or relatives,West of Scotland,Scotland,45-54,Older Independents,Private motor vehicle,96647.12969,580395.2433,1
2022,QTR 1,01/03/2022,Edinburgh & the Lothians,Visited friends or relatives,West Midlands,England,55-64,Older Independents,Private motor vehicle,50187.54136,4269710.995,1
2022,QTR 1,01/03/2022,Edinburgh & the Lothians,Visited friends or relatives,East of Scotland,Scotland,25-34,Younger Independents,Private motor vehicle,80059.28097,1335500.542,1
2022,QTR 1,01/03/2022,Edinburgh & the Lothians,Visited friends or relatives,East of Scotland,Scotland,35-44,Families,Private motor vehicle,81920.1146,0,1
2022,QTR 1,01/03/2022,Edinburgh & the Lothians,Went sightseeing and exploring areas,North West,England,55-64,Older Independents,Private motor vehicle,23048.97309,9689123.795,1
2022,QTR 1,01/03/2022,Edinburgh & the Lothians,Went sightseeing and exploring areas,West of Scotland,Scotland,16-24,Younger Independents,"Train, underground train, tram",50799.4632,2796439.617,1
2022,QTR 1,01/03/2022,Edinburgh & the Lothians,Went sightseeing and exploring areas,West of Scotland,Scotland,55-64,Older Independents,Private motor vehicle,22800.61387,479236.0371,1
2022,QTR 1,01/03/2022,Edinburgh & the Lothians,"Went to an arts, cultural or entertainment experience (e.g. museum, gallery, cinema etc.)",South West,England,35-44,Families,Private motor vehicle,182235.9676,10123034.42,1
2022,QTR 1,01/03/2022,Fife,Took part in hobbies and interests,North East,England,55-64,Families,Bus/Coach/taxi,111328.7801,0,1
2022,QTR 1,01/03/2022,Fife,Visited friends or relatives,East of Scotland,Scotland,35-44,Families,"Train, underground train, tram",69491.09793,3338520.477,1
2022,QTR 1,01/03/2022,Glasgow & Clyde Valley,"Attended a special event or celebration of personal nature (e.g. wedding, birthday, anniversary etc.)",West of Scotland,Scotland,25-34,Families,"Train, underground train, tram",90262.78312,0,1
2022,QTR 1,01/03/2022,Glasgow & Clyde Valley,"Attended a special event or celebration of personal nature (e.g. wedding, birthday, anniversary etc.)",West of Scotland,Scotland,25-34,Younger Independents,Bus/Coach/taxi,32764.07684,841797.1246,1
2022,QTR 1,01/03/2022,Glasgow & Clyde Valley,"Attended a special event or celebration of personal nature (e.g. wedding, birthday, anniversary etc.)",West of Scotland,Scotland,55-64,Older Independents,Bus/Coach/taxi,39247.37901,1008370.569,1
2022,QTR 1,01/03/2022,Glasgow & Clyde Valley,"Attended an organised public event (e.g. exhibition, concert, fair, live sport etc.)",West of Scotland,Scotland,25-34,Families,Bus/Coach/taxi,66145.9446,4561483.185,1
2022,QTR 1,01/03/2022,Glasgow & Clyde Valley,"Attended an organised public event (e.g. exhibition, concert, fair, live sport etc.)",West of Scotland,Scotland,16-24,Younger Independents,Private motor vehicle,27966.60174,2547209.84,1
2022,QTR 1,01/03/2022,Glasgow & Clyde Valley,"Attended an organised public event (e.g. exhibition, concert, fair, live sport etc.)",West of Scotland,Scotland,55-64,Older Independents,"Train, underground train, tram",33747.86123,911997.5096,1
2022,QTR 1,01/03/2022,Glasgow & Clyde Valley,"Attended an organised public event (e.g. exhibition, concert, fair, live sport etc.)",West of Scotland,Scotland,35-44,Families,Private motor vehicle,138849.7261,416917.2991,1
2022,QTR 1,01/03/2022,Glasgow & Clyde Valley,"Attended an organised public event (e.g. exhibition, concert, fair, live sport etc.)",West of Scotland,Scotland,65-74,Retirement Age,Private motor vehicle,236191.8891,2978647.826,1
2022,QTR 1,01/03/2022,Glasgow & Clyde Valley,"Food and drink, a night out or speciality shopping (i.e. shopping for items that you do not buy regularly. e.g. clothes, electronics, jewellery, souvenirs etc.)",South East,England,55-64,Older Independents,"Train, underground train, tram",27079.45842,1355169.48,1
